"Order_ID";"Product_ID";"User_ID";"Order_Date";"Return_Date";"Product_Category";"Product_Price";"Order_Quantity";"Return_Reason";"Return_Status";"Days_to_Return";"User_Age";"User_Gender";"User_Location";"Payment_Method";"Shipping_Method";"Discount_Applied";"Sales";"Profit"
"ORD00000144";"PROD00000144";"USER00000144";"2024-08-03";"2024-05-16";"Toys";288.71;3;"Defective";"Returned";-79;60;"Male";"City57";"Credit Card";"Express";42.11;501.4;100.28
"ORD00000145";"PROD00000145";"USER00000145";"2023-10-10";"";"Clothing";66.65;2;"No Return";"Not Returned";0;58;"Female";"City90";"PayPal";"Express";38.8;81.58;16.32
"ORD00000146";"PROD00000146";"USER00000146";"2024-10-12";"";"Clothing";328.09;3;"No Return";"Not Returned";0;59;"Female";"City29";"Gift Card";"Next-Day";8.73;898.34;179.67
"ORD00000147";"PROD00000147";"USER00000147";"2024-12-18";"";"Clothing";222.62;3;"No Return";"Not Returned";0;53;"Female";"City79";"PayPal";"Express";10.03;600.87;120.17
"ORD00000148";"PROD00000148";"USER00000148";"2024-10-27";"";"Toys";404.5;1;"No Return";"Not Returned";0;31;"Female";"City77";"Gift Card";"Express";44.89;222.92;44.58
"ORD00000149";"PROD00000149";"USER00000149";"2024-10-15";"";"Toys";438.43;4;"No Return";"Not Returned";0;32;"Male";"City12";"Credit Card";"Express";26.75;1284.6;256.92
"ORD00000150";"PROD00000150";"USER00000150";"2024-09-01";"2023-02-23";"Books";402.79;2;"Wrong item";"Returned";-556;23;"Female";"City37";"PayPal";"Next-Day";2.22;787.7;157.54
"ORD00000151";"PROD00000151";"USER00000151";"2023-10-01";"";"Toys";140.06;1;"No Return";"Not Returned";0;42;"Male";"City40";"Gift Card";"Next-Day";33.08;93.73;18.75
"ORD00000152";"PROD00000152";"USER00000152";"2024-07-19";"";"Home";255.92;1;"No Return";"Not Returned";0;18;"Female";"City81";"Debit Card";"Standard";33.02;171.42;34.28
"ORD00000153";"PROD00000153";"USER00000153";"2024-10-20";"2023-02-06";"Clothing";444.83;1;"Defective";"Returned";-622;20;"Female";"City2";"PayPal";"Express";26.84;325.44;65.09
"ORD00000154";"PROD00000154";"USER00000154";"2024-08-07";"";"Electronics";27.23;3;"No Return";"Not Returned";0;42;"Male";"City56";"Credit Card";"Express";49.27;41.44;8.29
"ORD00000155";"PROD00000155";"USER00000155";"2024-06-27";"2023-01-29";"Books";332.49;4;"Changed mind";"Returned";-515;66;"Female";"City43";"Credit Card";"Express";34.21;874.98;175.0
"ORD00000156";"PROD00000156";"USER00000156";"2024-02-01";"";"Home";469.69;5;"No Return";"Not Returned";0;28;"Female";"City26";"Gift Card";"Express";22.43;1821.69;364.34
"ORD00000157";"PROD00000157";"USER00000157";"2024-06-26";"";"Books";31.93;5;"No Return";"Not Returned";0;40;"Male";"City94";"Debit Card";"Standard";5.75;150.47;30.09
"ORD00000158";"PROD00000158";"USER00000158";"2023-07-08";"";"Books";24.41;5;"No Return";"Not Returned";0;69;"Male";"City4";"Credit Card";"Next-Day";22.26;94.88;18.98
"ORD00000159";"PROD00000159";"USER00000159";"2023-09-15";"2024-08-25";"Clothing";217.79;4;"Defective";"Returned";345;40;"Male";"City62";"PayPal";"Express";34.27;572.61;114.52
"ORD00000160";"PROD00000160";"USER00000160";"2023-11-04";"2024-09-28";"Clothing";434.66;2;"Not as described";"Returned";329;19;"Female";"City81";"Debit Card";"Standard";49.39;439.96;87.99
"ORD00000161";"PROD00000161";"USER00000161";"2024-04-30";"";"Books";32.48;2;"No Return";"Not Returned";0;57;"Female";"City47";"Gift Card";"Standard";9.27;58.94;11.79
"ORD00000162";"PROD00000162";"USER00000162";"2024-07-06";"2023-03-18";"Toys";231.11;5;"Changed mind";"Returned";-476;40;"Female";"City6";"Credit Card";"Next-Day";21.38;908.49;181.7
"ORD00000163";"PROD00000163";"USER00000163";"2023-04-27";"2024-09-14";"Toys";291.43;4;"Defective";"Returned";506;22;"Male";"City73";"PayPal";"Express";8.13;1070.95;214.19
"ORD00000164";"PROD00000164";"USER00000164";"2024-06-02";"2024-10-02";"Electronics";128.65;1;"Changed mind";"Returned";122;37;"Female";"City62";"Debit Card";"Next-Day";1.9;126.21;25.24
"ORD00000165";"PROD00000165";"USER00000165";"2023-10-01";"2024-08-01";"Books";396.48;5;"Wrong item";"Returned";305;69;"Male";"City36";"Debit Card";"Express";39.19;1205.5;241.1
"ORD00000166";"PROD00000166";"USER00000166";"2023-03-14";"";"Books";300.03;1;"No Return";"Not Returned";0;42;"Male";"City90";"Credit Card";"Next-Day";46.37;160.91;32.18
"ORD00000167";"PROD00000167";"USER00000167";"2024-11-16";"2023-11-30";"Books";324.85;5;"Defective";"Returned";-352;51;"Female";"City66";"Debit Card";"Express";20.53;1290.79;258.16
"ORD00000168";"PROD00000168";"USER00000168";"2023-09-01";"";"Toys";443.71;3;"No Return";"Not Returned";0;19;"Female";"City96";"Credit Card";"Express";46.28;715.08;143.02
"ORD00000169";"PROD00000169";"USER00000169";"2024-03-19";"2023-06-06";"Books";458.16;5;"Defective";"Returned";-287;24;"Female";"City58";"PayPal";"Express";5.2;2171.68;434.34
"ORD00000170";"PROD00000170";"USER00000170";"2023-12-01";"2024-05-09";"Clothing";118.2;5;"Changed mind";"Returned";160;32;"Male";"City93";"Gift Card";"Standard";43.34;334.86;66.97
"ORD00000171";"PROD00000171";"USER00000171";"2023-12-17";"2024-07-02";"Home";138.23;2;"Wrong item";"Returned";198;28;"Female";"City95";"PayPal";"Express";42.31;159.49;31.9
"ORD00000172";"PROD00000172";"USER00000172";"2024-08-26";"2024-11-14";"Toys";47.05;3;"Not as described";"Returned";80;43;"Female";"City29";"Gift Card";"Express";45.62;76.76;15.35
"ORD00000173";"PROD00000173";"USER00000173";"2023-06-05";"2024-09-28";"Toys";9.03;5;"Not as described";"Returned";481;39;"Male";"City35";"Credit Card";"Standard";37.1;28.4;5.68
"ORD00000174";"PROD00000174";"USER00000174";"2024-02-25";"";"Toys";143.73;2;"No Return";"Not Returned";0;49;"Female";"City21";"PayPal";"Next-Day";7.07;267.14;53.43
"ORD00000175";"PROD00000175";"USER00000175";"2024-09-10";"2024-01-24";"Clothing";381.39;1;"Changed mind";"Returned";-230;24;"Female";"City75";"Debit Card";"Next-Day";45.86;206.48;41.3
"ORD00000176";"PROD00000176";"USER00000176";"2024-08-26";"";"Electronics";140.05;5;"No Return";"Not Returned";0;67;"Female";"City73";"PayPal";"Next-Day";22.06;545.77;109.15
"ORD00000177";"PROD00000177";"USER00000177";"2024-07-18";"";"Toys";326.97;4;"No Return";"Not Returned";0;26;"Female";"City61";"PayPal";"Next-Day";17.41;1080.18;216.04
"ORD00000178";"PROD00000178";"USER00000178";"2023-04-05";"";"Books";130.9;2;"No Return";"Not Returned";0;59;"Male";"City71";"Gift Card";"Express";14.17;224.7;44.94
"ORD00000179";"PROD00000179";"USER00000179";"2024-01-12";"2023-01-04";"Electronics";80.81;5;"Not as described";"Returned";-373;61;"Male";"City23";"Gift Card";"Standard";30.75;279.8;55.96
"ORD00000180";"PROD00000180";"USER00000180";"2023-05-20";"";"Clothing";233.21;1;"No Return";"Not Returned";0;54;"Female";"City39";"Debit Card";"Standard";2.79;226.7;45.34
"ORD00000181";"PROD00000181";"USER00000181";"2024-09-22";"2023-10-05";"Electronics";244.32;5;"Not as described";"Returned";-353;56;"Female";"City40";"PayPal";"Standard";27.21;889.2;177.84
"ORD00000182";"PROD00000182";"USER00000182";"2023-10-31";"2024-09-25";"Clothing";69.89;4;"Wrong item";"Returned";330;41;"Male";"City27";"Credit Card";"Express";32.4;188.98;37.8
"ORD00000183";"PROD00000183";"USER00000183";"2023-03-31";"2023-10-26";"Toys";340.06;3;"Not as described";"Returned";209;56;"Female";"City92";"Credit Card";"Next-Day";27.27;741.98;148.4
"ORD00000184";"PROD00000184";"USER00000184";"2023-11-17";"2023-06-17";"Toys";191.81;4;"Changed mind";"Returned";-153;34;"Female";"City79";"Debit Card";"Express";7.94;706.32;141.26
"ORD00000185";"PROD00000185";"USER00000185";"2023-12-20";"";"Books";488.64;4;"No Return";"Not Returned";0;25;"Male";"City100";"Gift Card";"Standard";17.8;1606.65;321.33
"ORD00000186";"PROD00000186";"USER00000186";"2024-05-31";"2023-04-26";"Clothing";360.81;3;"Wrong item";"Returned";-401;61;"Male";"City10";"PayPal";"Next-Day";49.0;552.04;110.41
"ORD00000187";"PROD00000187";"USER00000187";"2024-09-10";"2024-03-09";"Home";142.79;1;"Not as described";"Returned";-185;56;"Male";"City6";"PayPal";"Next-Day";19.22;115.35;23.07
"ORD00000188";"PROD00000188";"USER00000188";"2023-07-26";"2024-03-24";"Clothing";356.89;2;"Defective";"Returned";242;36;"Female";"City33";"Debit Card";"Standard";32.57;481.3;96.26
"ORD00000189";"PROD00000189";"USER00000189";"2024-10-08";"";"Clothing";406.41;1;"No Return";"Not Returned";0;36;"Male";"City66";"Debit Card";"Express";49.99;203.25;40.65
"ORD00000190";"PROD00000190";"USER00000190";"2023-02-22";"";"Books";55.35;3;"No Return";"Not Returned";0;62;"Female";"City45";"Debit Card";"Express";30.11;116.05;23.21
"ORD00000191";"PROD00000191";"USER00000191";"2023-12-08";"2023-04-02";"Toys";323.29;1;"Not as described";"Returned";-250;55;"Male";"City61";"Gift Card";"Express";40.46;192.49;38.5
"ORD00000192";"PROD00000192";"USER00000192";"2024-09-23";"";"Clothing";178.98;4;"No Return";"Not Returned";0;27;"Male";"City43";"Credit Card";"Next-Day";21.41;562.64;112.53
"ORD00000193";"PROD00000193";"USER00000193";"2024-04-06";"";"Home";482.75;3;"No Return";"Not Returned";0;32;"Female";"City40";"Credit Card";"Standard";42.34;835.06;167.01
"ORD00000194";"PROD00000194";"USER00000194";"2024-01-08";"2023-05-10";"Clothing";136.22;2;"Wrong item";"Returned";-243;20;"Female";"City4";"Credit Card";"Express";25.96;201.71;40.34
"ORD00000195";"PROD00000195";"USER00000195";"2023-07-14";"";"Home";182.01;4;"No Return";"Not Returned";0;24;"Male";"City14";"PayPal";"Next-Day";27.82;525.5;105.1
"ORD00000196";"PROD00000196";"USER00000196";"2024-04-10";"2023-05-26";"Electronics";6.5;5;"Wrong item";"Returned";-320;51;"Male";"City74";"Credit Card";"Express";23.83;24.76;4.95
"ORD00000197";"PROD00000197";"USER00000197";"2023-01-28";"";"Electronics";124.46;4;"No Return";"Not Returned";0;63;"Male";"City69";"Debit Card";"Standard";49.97;249.07;49.81
"ORD00000198";"PROD00000198";"USER00000198";"2024-02-08";"";"Home";13.04;5;"No Return";"Not Returned";0;44;"Female";"City32";"Credit Card";"Next-Day";32.34;44.11;8.82
"ORD00000199";"PROD00000199";"USER00000199";"2023-06-04";"";"Home";252.78;1;"No Return";"Not Returned";0;45;"Male";"City6";"Gift Card";"Standard";18.98;204.8;40.96
"ORD00000200";"PROD00000200";"USER00000200";"2024-06-24";"";"Clothing";82.57;5;"No Return";"Not Returned";0;62;"Female";"City75";"Credit Card";"Next-Day";44.8;227.89;45.58
"ORD00000201";"PROD00000201";"USER00000201";"2023-06-05";"";"Electronics";47.64;1;"No Return";"Not Returned";0;19;"Male";"City93";"Gift Card";"Next-Day";33.04;31.9;6.38
"ORD00000202";"PROD00000202";"USER00000202";"2024-10-10";"";"Electronics";323.61;2;"No Return";"Not Returned";0;33;"Female";"City21";"Credit Card";"Express";9.07;588.52;117.7
"ORD00000203";"PROD00000203";"USER00000203";"2024-04-14";"";"Clothing";325.87;4;"No Return";"Not Returned";0;60;"Male";"City26";"Credit Card";"Express";27.15;949.59;189.92
"ORD00000204";"PROD00000204";"USER00000204";"2023-04-25";"2024-06-19";"Clothing";362.81;5;"Not as described";"Returned";421;37;"Male";"City12";"Gift Card";"Express";21.11;1431.1;286.22
"ORD00000205";"PROD00000205";"USER00000205";"2024-12-28";"";"Home";317.9;4;"No Return";"Not Returned";0;68;"Male";"City98";"Credit Card";"Next-Day";29.84;892.15;178.43
"ORD00000206";"PROD00000206";"USER00000206";"2024-08-27";"";"Toys";419.62;1;"No Return";"Not Returned";0;19;"Male";"City93";"PayPal";"Standard";40.75;248.62;49.72
"ORD00000207";"PROD00000207";"USER00000207";"2024-08-29";"";"Home";279.06;5;"No Return";"Not Returned";0;54;"Male";"City43";"Debit Card";"Express";42.67;799.93;159.99
"ORD00000208";"PROD00000208";"USER00000208";"2023-11-27";"";"Electronics";435.0;3;"No Return";"Not Returned";0;64;"Male";"City100";"Debit Card";"Standard";8.42;1195.12;239.02
"ORD00000209";"PROD00000209";"USER00000209";"2024-07-20";"2023-10-22";"Electronics";358.69;5;"Wrong item";"Returned";-272;68;"Female";"City37";"Gift Card";"Standard";49.22;910.71;182.14
"ORD00000210";"PROD00000210";"USER00000210";"2023-06-22";"";"Clothing";321.88;1;"No Return";"Not Returned";0;60;"Female";"City70";"Credit Card";"Express";13.48;278.49;55.7
"ORD00000211";"PROD00000211";"USER00000211";"2023-12-11";"2023-02-11";"Books";198.21;2;"Not as described";"Returned";-303;67;"Female";"City59";"Debit Card";"Next-Day";47.3;208.91;41.78
"ORD00000212";"PROD00000212";"USER00000212";"2024-10-13";"2023-10-25";"Toys";54.72;5;"Not as described";"Returned";-354;69;"Male";"City2";"Debit Card";"Next-Day";7.16;254.01;50.8
"ORD00000213";"PROD00000213";"USER00000213";"2023-11-07";"2024-05-19";"Electronics";488.4;3;"Not as described";"Returned";194;51;"Female";"City90";"Debit Card";"Standard";19.88;1173.92;234.78
"ORD00000214";"PROD00000214";"USER00000214";"2023-07-25";"2024-02-14";"Books";270.92;1;"Defective";"Returned";204;36;"Female";"City27";"PayPal";"Standard";19.62;217.77;43.55
"ORD00000215";"PROD00000215";"USER00000215";"2024-11-24";"";"Toys";465.76;1;"No Return";"Not Returned";0;66;"Female";"City66";"Credit Card";"Next-Day";22.73;359.89;71.98
"ORD00000216";"PROD00000216";"USER00000216";"2023-02-13";"";"Toys";102.7;1;"No Return";"Not Returned";0;53;"Male";"City25";"PayPal";"Next-Day";35.21;66.54;13.31
"ORD00000217";"PROD00000217";"USER00000217";"2024-05-20";"";"Toys";489.62;1;"No Return";"Not Returned";0;61;"Female";"City95";"PayPal";"Next-Day";32.34;331.28;66.26
"ORD00000218";"PROD00000218";"USER00000218";"2023-11-22";"";"Clothing";221.05;2;"No Return";"Not Returned";0;29;"Female";"City21";"PayPal";"Express";18.29;361.24;72.25
"ORD00000219";"PROD00000219";"USER00000219";"2024-12-14";"2024-03-28";"Clothing";393.44;3;"Not as described";"Returned";-261;52;"Male";"City7";"Gift Card";"Standard";33.6;783.73;156.75
"ORD00000220";"PROD00000220";"USER00000220";"2023-11-09";"2023-11-22";"Clothing";128.35;3;"Not as described";"Returned";13;37;"Male";"City64";"Gift Card";"Standard";15.47;325.48;65.1
"ORD00000221";"PROD00000221";"USER00000221";"2023-04-19";"2023-12-03";"Toys";144.86;4;"Changed mind";"Returned";228;64;"Male";"City22";"Debit Card";"Next-Day";7.51;535.92;107.18
"ORD00000222";"PROD00000222";"USER00000222";"2024-01-22";"";"Home";179.56;2;"No Return";"Not Returned";0;28;"Female";"City48";"Credit Card";"Express";45.92;194.21;38.84
"ORD00000223";"PROD00000223";"USER00000223";"2023-06-09";"2024-05-29";"Clothing";409.65;2;"Not as described";"Returned";355;64;"Male";"City23";"Credit Card";"Express";43.1;466.18;93.24
"ORD00000224";"PROD00000224";"USER00000224";"2023-03-31";"2023-04-13";"Home";170.03;3;"Defective";"Returned";13;21;"Male";"City74";"PayPal";"Standard";23.19;391.8;78.36
"ORD00000225";"PROD00000225";"USER00000225";"2023-11-06";"";"Books";367.8;5;"No Return";"Not Returned";0;61;"Male";"City78";"Gift Card";"Standard";21.98;1434.79;286.96
"ORD00000226";"PROD00000226";"USER00000226";"2023-07-14";"";"Books";143.01;4;"No Return";"Not Returned";0;50;"Male";"City7";"PayPal";"Standard";46.55;305.76;61.15
"ORD00000227";"PROD00000227";"USER00000227";"2023-09-25";"2024-02-09";"Books";277.15;1;"Wrong item";"Returned";137;67;"Male";"City93";"Credit Card";"Next-Day";46.01;149.63;29.93
"ORD00000228";"PROD00000228";"USER00000228";"2023-10-02";"";"Books";261.91;3;"No Return";"Not Returned";0;65;"Male";"City70";"Credit Card";"Standard";48.16;407.32;81.46
"ORD00000229";"PROD00000229";"USER00000229";"2023-06-06";"2024-02-14";"Home";427.99;2;"Defective";"Returned";253;62;"Male";"City35";"Debit Card";"Next-Day";15.63;722.19;144.44
"ORD00000230";"PROD00000230";"USER00000230";"2023-05-12";"2024-06-08";"Home";130.63;1;"Defective";"Returned";393;40;"Female";"City53";"Gift Card";"Next-Day";12.37;114.47;22.89
"ORD00000231";"PROD00000231";"USER00000231";"2023-11-02";"";"Toys";185.67;5;"No Return";"Not Returned";0;33;"Male";"City36";"PayPal";"Standard";14.27;795.87;159.17
"ORD00000232";"PROD00000232";"USER00000232";"2024-09-07";"2024-06-25";"Home";345.5;5;"Defective";"Returned";-74;56;"Male";"City58";"Gift Card";"Standard";23.75;1317.22;263.44
"ORD00000233";"PROD00000233";"USER00000233";"2023-04-14";"";"Books";427.1;4;"No Return";"Not Returned";0;44;"Male";"City1";"Debit Card";"Express";8.08;1570.36;314.07
"ORD00000234";"PROD00000234";"USER00000234";"2023-01-06";"";"Toys";54.41;2;"No Return";"Not Returned";0;61;"Male";"City80";"Debit Card";"Express";22.8;84.01;16.8
"ORD00000235";"PROD00000235";"USER00000235";"2023-10-06";"";"Home";273.54;1;"No Return";"Not Returned";0;22;"Female";"City79";"PayPal";"Next-Day";12.52;239.29;47.86
"ORD00000236";"PROD00000236";"USER00000236";"2023-10-25";"2023-07-21";"Home";329.59;4;"Changed mind";"Returned";-96;41;"Male";"City22";"PayPal";"Standard";8.74;1203.14;240.63
"ORD00000237";"PROD00000237";"USER00000237";"2023-12-10";"2024-02-12";"Home";359.73;5;"Wrong item";"Returned";64;50;"Female";"City84";"PayPal";"Standard";11.7;1588.21;317.64
"ORD00000238";"PROD00000238";"USER00000238";"2024-06-17";"2024-08-22";"Toys";378.25;5;"Changed mind";"Returned";66;27;"Male";"City73";"Debit Card";"Standard";23.41;1448.51;289.7
"ORD00000239";"PROD00000239";"USER00000239";"2024-10-03";"";"Clothing";150.56;5;"No Return";"Not Returned";0;50;"Male";"City82";"Gift Card";"Standard";4.04;722.39;144.48
"ORD00000240";"PROD00000240";"USER00000240";"2023-12-14";"";"Toys";291.63;1;"No Return";"Not Returned";0;53;"Male";"City89";"Gift Card";"Express";13.87;251.18;50.24
"ORD00000241";"PROD00000241";"USER00000241";"2023-03-11";"2024-04-30";"Clothing";151.4;1;"Changed mind";"Returned";416;24;"Male";"City14";"Debit Card";"Express";39.16;92.11;18.42
"ORD00000242";"PROD00000242";"USER00000242";"2024-02-22";"2023-03-10";"Clothing";89.8;5;"Wrong item";"Returned";-349;43;"Female";"City28";"PayPal";"Standard";7.86;413.71;82.74
"ORD00000243";"PROD00000243";"USER00000243";"2024-01-26";"2023-02-05";"Clothing";246.71;3;"Not as described";"Returned";-355;18;"Male";"City47";"Gift Card";"Standard";1.18;731.4;146.28
"ORD00000244";"PROD00000244";"USER00000244";"2024-08-13";"2023-06-14";"Toys";150.75;2;"Changed mind";"Returned";-426;24;"Female";"City29";"Debit Card";"Express";25.88;223.47;44.69
"ORD00000245";"PROD00000245";"USER00000245";"2023-07-17";"";"Electronics";478.53;1;"No Return";"Not Returned";0;64;"Female";"City82";"Credit Card";"Standard";32.12;324.83;64.97
"ORD00000246";"PROD00000246";"USER00000246";"2024-02-23";"";"Clothing";72.07;3;"No Return";"Not Returned";0;67;"Female";"City13";"Debit Card";"Next-Day";39.03;131.82;26.36
"ORD00000247";"PROD00000247";"USER00000247";"2024-08-09";"2024-09-04";"Toys";331.08;3;"Defective";"Returned";26;65;"Male";"City58";"Gift Card";"Next-Day";33.08;664.68;132.94
"ORD00000248";"PROD00000248";"USER00000248";"2023-06-19";"2024-09-05";"Books";27.39;3;"Changed mind";"Returned";444;56;"Female";"City99";"Debit Card";"Express";42.79;47.01;9.4
"ORD00000249";"PROD00000249";"USER00000249";"2023-02-25";"2024-12-24";"Home";341.03;4;"Defective";"Returned";668;69;"Female";"City62";"Gift Card";"Express";2.42;1331.11;266.22
"ORD00000250";"PROD00000250";"USER00000250";"2023-02-06";"2024-12-02";"Toys";299.98;4;"Changed mind";"Returned";665;43;"Female";"City8";"Credit Card";"Next-Day";35.3;776.35;155.27
"ORD00000251";"PROD00000251";"USER00000251";"2023-10-27";"";"Electronics";14.88;4;"No Return";"Not Returned";0;41;"Male";"City80";"Credit Card";"Standard";18.97;48.23;9.65
"ORD00000252";"PROD00000252";"USER00000252";"2024-01-03";"2024-04-26";"Home";80.88;3;"Not as described";"Returned";114;35;"Female";"City46";"PayPal";"Next-Day";46.78;129.13;25.83
"ORD00000253";"PROD00000253";"USER00000253";"2024-04-24";"2023-08-24";"Home";450.4;5;"Changed mind";"Returned";-244;42;"Female";"City25";"Gift Card";"Express";30.89;1556.36;311.27
"ORD00000254";"PROD00000254";"USER00000254";"2024-12-09";"2024-09-06";"Toys";382.22;5;"Changed mind";"Returned";-94;51;"Male";"City1";"Debit Card";"Express";26.81;1398.73;279.75
"ORD00000255";"PROD00000255";"USER00000255";"2023-10-28";"2023-10-21";"Books";485.32;4;"Wrong item";"Returned";-7;60;"Female";"City23";"Credit Card";"Express";6.08;1823.25;364.65
